fen,score_cp
"rn3k1r/p4p2/2ppbPp1/1p5p/N4p2/3P1N2/PPP2PPP/R1B1R1K1 w - - 0 19",541
"rn3k1r/p4p2/2ppbPp1/1p5p/5p2/2NP1N2/PPP2PPP/R1B1R1K1 b - - 1 19",-630
"r4k1r/p2n1p2/2ppbPp1/1p5p/5p2/2NP1N2/PPP2PPP/R1B1R1K1 w - - 2 20",1057
"r4k1r/p2n1p2/2ppbPp1/1p5p/5B2/2NP1N2/PPP2PPP/R3R1K1 b - - 0 20",-749
"r4k1r/p4p2/2ppbPp1/1p2n2p/5B2/2NP1N2/PPP2PPP/R3R1K1 w - - 1 21",844
"r4k1r/p4p2/2ppbPp1/1p2n1Np/5B2/2NP4/PPP2PPP/R3R1K1 b - - 2 21",-860
"r4k1r/p4p2/2pp1Pp1/1p2n1Np/5B2/2NP4/bPP2PPP/R3R1K1 w - - 0 22",869
"r4k1r/p4p2/2pp1Pp1/1p2B1Np/8/2NP4/bPP2PPP/R3R1K1 b - - 0 22",-858
"r4k1r/p4p2/2p2Pp1/1p2p1Np/8/2NP4/bPP2PPP/R3R1K1 w - - 0 23",792
"r4k1r/p4p2/2p2Pp1/1p2p1Np/1P6/2NP4/b1P2PPP/R3R1K1 b - - 0 23",-617
"r4k1r/p4p2/2p2Pp1/1p1bp1Np/1P6/2NP4/2P2PPP/R3R1K1 w - - 1 24",661
"r4k1r/p4p2/2p2Pp1/1p1bR1Np/1P6/2NP4/2P2PPP/R5K1 b - - 0 24",-652
"r4k1r/p4p2/2p1bPp1/1p2R1Np/1P6/2NP4/2P2PPP/R5K1 w - - 1 25",739
"r4k1r/p4p2/2p1bPp1/1pR3Np/1P6/2NP4/2P2PPP/R5K1 b - - 2 25",-636
"r4k1r/p2b1p2/2p2Pp1/1pR3Np/1P6/2NP4/2P2PPP/R5K1 w - - 3 26",660
"r4k1r/p2b1p2/2p2Pp1/1pR3Np/1P2N3/3P4/2P2PPP/R5K1 b - - 4 26",-552
"r4k1r/p2b1p2/2p2Pp1/1pR3N1/1P2N2p/3P4/2P2PPP/R5K1 w - - 0 27",666
"r4k1r/p2b1p2/2p2Pp1/1p4N1/1P2N2p/2RP4/2P2PPP/R5K1 b - - 1 27",-586
"r4k1r/3b1p2/2p2Pp1/pp4N1/1P2N2p/2RP4/2P2PPP/R5K1 w - - 0 28",650
"r4k1r/3b1p2/2p2Pp1/Rp4N1/1P2N2p/2RP4/2P2PPP/6K1 b - - 0 28",-618
"3r1k1r/3b1p2/2p2Pp1/Rp4N1/1P2N2p/2RP4/2P2PPP/6K1 w - - 1 29",745
"3r1k1r/3b1p2/2p2Pp1/Rp4N1/1P2NP1p/2RP4/2P3PP/6K1 b - - 0 29",-602
"3r1k1r/3b1p2/2p2Pp1/Rp4N1/1P2NP2/2RP3p/2P3PP/6K1 w - - 0 30",794
"3r1k1r/3b1p2/2p2Pp1/RpN3N1/1P3P2/2RP3p/2P3PP/6K1 b - - 1 30",-661
"2br1k1r/5p2/2p2Pp1/RpN3N1/1P3P2/2RP3p/2P3PP/6K1 w - - 2 31",856
"2br1k1r/R4p2/2p2Pp1/1pN3N1/1P3P2/2RP3p/2P3PP/6K1 b - - 3 31",-800
"2br2kr/R4p2/2p2Pp1/1pN3N1/1P3P2/2RP3p/2P3PP/6K1 w - - 4 32",1065
"2br2kr/R4p2/2p2Pp1/1pN3N1/1P3P2/2RP2Pp/2P4P/6K1 b - - 0 32",-781
"2b2rkr/R4p2/2p2Pp1/1pN3N1/1P3P2/2RP2Pp/2P4P/6K1 w - - 1 33",887
"2b2rkr/R4p2/2p2Pp1/1p4N1/1P2NP2/2RP2Pp/2P4P/6K1 b - - 2 33",-870
"5rkr/R4p2/2p2Pp1/1p3bN1/1P2NP2/2RP2Pp/2P4P/6K1 w - - 3 34",964
"5rkr/R4p2/2pN1Pp1/1p3bN1/1P3P2/2RP2Pp/2P4P/6K1 b - - 4 34",-1025
"5rk1/R4p2/2pN1Pp1/1p3bNr/1P3P2/2RP2Pp/2P4P/6K1 w - - 5 35",1027
"5rk1/R4p2/2p2Pp1/1p3NNr/1P3P2/2RP2Pp/2P4P/6K1 b - - 0 35",-1017
"5rk1/R4p2/2p2Pp1/1p3Nr1/1P3P2/2RP2Pp/2P4P/6K1 w - - 0 36",1150
"5rk1/R4p2/2p2PpN/1p4r1/1P3P2/2RP2Pp/2P4P/6K1 b - - 1 36",-1239
"5r1k/R4p2/2p2PpN/1p4r1/1P3P2/2RP2Pp/2P4P/6K1 w - - 2 37",1365
"5r1k/R4p2/2p2PpN/1p4P1/1P6/2RP2Pp/2P4P/6K1 b - - 0 37",-1361
"5r2/R4p1k/2p2PpN/1p4P1/1P6/2RP2Pp/2P4P/6K1 w - - 1 38",1545
"5r2/R4N1k/2p2Pp1/1p4P1/1P6/2RP2Pp/2P4P/6K1 b - - 0 38",-1567
"8/R4r1k/2p2Pp1/1p4P1/1P6/2RP2Pp/2P4P/6K1 w - - 0 39",1567
"8/5R1k/2p2Pp1/1p4P1/1P6/2RP2Pp/2P4P/6K1 b - - 0 39",-21148
"r1bqkbnr/pp1ppp1p/8/2p3Np/4P3/2P2P2/PPnP2PP/RNBK1B1R b kq - 0 7",1404
"r1bqkbnr/pp1ppp1p/8/2p3Np/4P3/2P2P2/PP1P2PP/nNBK1B1R w kq - 0 8",-1313
"r1bqkbnr/pp1ppp1p/8/2p3Np/2B1P3/2P2P2/PP1P2PP/nNBK3R b kq - 1 8",1492
"r1bqkbnr/pp1p1p1p/4p3/2p3Np/2B1P3/2P2P2/PP1P2PP/nNBK3R w kq - 0 9",-1431
"r1bqkbnr/pp1p1p1p/4p3/2p3Np/2B1P2P/2P2P2/PP1P2P1/nNBK3R b kq - 0 9",1766
"r1bqkbnr/pp1p1p2/4p2p/2p3Np/2B1P2P/2P2P2/PP1P2P1/nNBK3R w kq - 0 10",-1773
"r1bqkbnr/pp1p1N2/4p2p/2p4p/2B1P2P/2P2P2/PP1P2P1/nNBK3R b kq - 0 10",1773
"r1bq1bnr/pp1p1k2/4p2p/2p4p/2B1P2P/2P2P2/PP1P2P1/nNBK3R w - - 0 11",-1802
"r1bq1bnr/pp1p1k2/4p2p/2p4p/2BPP2P/2P2P2/PP4P1/nNBK3R b - - 0 11",1923
"r1b2bnr/pp1p1k2/4pq1p/2p4p/2BPP2P/2P2P2/PP4P1/nNBK3R w - - 1 12",-1195
"r1b2bnr/pp1p1k2/4pq1p/2p1P2p/2BP3P/2P2P2/PP4P1/nNBK3R b - - 0 12",2571
"r1b2bnr/pp1p1k2/4p1qp/2p1P2p/2BP3P/2P2P2/PP4P1/nNBK3R w - - 1 13",-2082
"r1b2bnr/pp1p1k2/4p1qp/2p1P2p/2BP3P/2P2P2/PP1N2P1/n1BK3R b - - 2 13",2634
"r1b2bnr/pp1p1k2/4p2p/2p1P2p/2BP3P/2P2P2/PP1N2q1/n1BK3R w - - 0 14",-1451
"r1b2bnr/pp1p1k2/4p2p/2p1P2p/2BP3P/2P2P2/PP1N2q1/n1BKR3 b - - 1 14",2014
"r1b2bnr/pp1p1k2/4p2p/2p1P2p/2BP3P/2P2P2/PP1N3q/n1BKR3 w - - 2 15",-1993
"r1b2bnr/pp1p1k2/4p2p/2p1P2p/2BP3P/2P2P2/PP1NR2q/n1BK4 b - - 3 15",2029
"r1b2bnr/pp1p1k2/4p2p/2p1P2p/2BP3q/2P2P2/PP1NR3/n1BK4 w - - 0 16",-1327
"r1b2bnr/pp1p1k2/4p2p/2p1P2p/2BPR2q/2P2P2/PP1N4/n1BK4 b - - 1 16",2141
"r1b2bnr/pp1p1k2/4p2p/2p1P2p/2BPR3/2P2Pq1/PP1N4/n1BK4 w - - 2 17",-2040
"r1b2bnr/pp1p1k2/4p2p/2pPP2p/2B1R3/2P2Pq1/PP1N4/n1BK4 b - - 0 17",2241
"r1b1kbnr/pp1p4/4p2p/2pPP2p/2B1R3/2P2Pq1/PP1N4/n1BK4 w - - 1 18",-1567
"r1b1kbnr/pp1p4/4p2p/2pPP2p/4R3/2P2Pq1/PP1NB3/n1BK4 b - - 2 18",2496
"r1b1kbnr/pp1p4/7p/2ppP2p/4R3/2P2Pq1/PP1NB3/n1BK4 w - - 0 19",-1668
"r1b1kbnr/pp1p4/7p/2ppP2p/4R3/2P2Pq1/PP2B3/n1BK1N2 b - - 1 19",2781
"r1b1kbnr/pp1p4/6qp/2ppP2p/4R3/2P2P2/PP2B3/n1BK1N2 w - - 2 20",-2077
"r1b1kbnr/pp1p4/6qp/2ppP2p/5R2/2P2P2/PP2B3/n1BK1N2 b - - 3 20",3232
"r1b1kbnr/pp1p4/7p/2ppP2p/5R2/2P2P2/PPq1B3/n1BK1N2 w - - 4 21",-3395
"r1b1kbnr/pp1p4/7p/2ppP2p/5R2/2P2P2/PPq1B3/n1B1KN2 b - - 5 21",3395
"r1b1kbnr/pp1p4/7p/2ppP2p/5R2/2P2P2/PP2B3/n1q1KN2 w - - 0 22",-3350
"r1b1kbnr/pp1p4/7p/2ppP2p/5R2/2P2P2/PP2BK2/n1q2N2 b - - 1 22",3372
"r1b1kbnr/pp1p4/7p/2ppP2p/5q2/2P2P2/PP2BK2/n4N2 w - - 0 23",-3326
"r1b1kbnr/pp1p4/7p/2ppP2p/5q2/2PB1P2/PP3K2/n4N2 b - - 1 23",3421
"r1b1kb1r/pp1pn3/7p/2ppP2p/5q2/2PB1P2/PP3K2/n4N2 w - - 2 24",-3392
"r1b1kb1r/pp1pn3/7p/2ppP2p/1P3q2/2PB1P2/P4K2/n4N2 b - - 0 24",3620
"r1b1kb1r/pp1pn3/7p/3pP2p/1p3q2/2PB1P2/P4K2/n4N2 w - - 0 25",-3621
"r1b1kb1r/pp1pn3/7p/3pP2p/1P3q2/3B1P2/P4K2/n4N2 b - - 0 25",3489
"r1b1kb1r/pp1pn3/7p/3pq2p/1P6/3B1P2/P4K2/n4N2 w - - 0 26",-3397
"r1b1kb1r/pp1pn3/7p/3pq2p/1P6/3BNP2/P4K2/n7 b - - 1 26",3815
"r1b1kb1r/pp1pn3/7p/4q2p/1P1p4/3BNP2/P4K2/n7 w - - 0 27",-2421
"r1b1kb1r/pp1pn3/7p/4q2p/1PNp4/3B1P2/P4K2/n7 b - - 1 27",3639
"r1b1kb1r/pp1pn3/7p/7p/1PNp1q2/3B1P2/P4K2/n7 w - - 2 28",-3438
"r1b1kb1r/pp1pn3/7p/1P5p/2Np1q2/3B1P2/P4K2/n7 b - - 0 28",3734
"r1b1kb1r/pp2n3/7p/1P1p3p/2Np1q2/3B1P2/P4K2/n7 w - - 0 29",-3513
"r1b1kb1r/pp2n3/7p/NP1p3p/3p1q2/3B1P2/P4K2/n7 b - - 1 29",3934
"r1b1kb1r/pp2n3/7p/NP1p3p/3p4/3B1P2/P2q1K2/n7 w - - 2 30",-3892
"r1b1kb1r/pp2n3/7p/NP1p3p/3p4/5P2/P2qBK2/n7 b - - 3 30",3979
"r1b1kb1r/pp2n3/7p/NP1p3p/3p4/5P2/P1nqBK2/8 w - - 4 31",-22895
"r1b1kb1r/pp2n3/7p/NP1p3p/3p1P2/8/P1nqBK2/8 b - - 0 31",4126
"rnbqk2r/ppp2pp1/5n1p/2bpN2Q/2B1P3/8/PPPP1PPP/RNB2RK1 b kq - 1 7",505
"rnbqk2r/ppp2pp1/7p/2bpN2n/2B1P3/8/PPPP1PPP/RNB2RK1 w kq - 0 8",-478
"rnbqk2r/ppp2pp1/7p/2bBN2n/4P3/8/PPPP1PPP/RNB2RK1 b kq - 0 8",603
"r1bqk2r/ppp2pp1/2n4p/2bBN2n/4P3/8/PPPP1PPP/RNB2RK1 w kq - 1 9",-359
"r1bqk2r/ppp2pp1/2n4p/2bBN2n/3PP3/8/PPP2PPP/RNB2RK1 b kq - 0 9",393
"r1bqk2r/ppp2pp1/7p/2bBN2n/3nP3/8/PPP2PPP/RNB2RK1 w kq - 0 10",-393
"r1bqk2r/ppp2Bp1/7p/2b1N2n/3nP3/8/PPP2PPP/RNB2RK1 b kq - 0 10",468
"r1bq1k1r/ppp2Bp1/7p/2b1N2n/3nP3/8/PPP2PPP/RNB2RK1 w - - 1 11",-395
"r1bq1k1r/ppp3p1/7p/2b1N2n/2BnP3/8/PPP2PPP/RNB2RK1 b - - 2 11",984
"r1b2k1r/ppp3p1/5q1p/2b1N2n/2BnP3/8/PPP2PPP/RNB2RK1 w - - 3 12",-735
"r1b2k1r/ppp2Np1/5q1p/2b4n/2BnP3/8/PPP2PPP/RNB2RK1 b - - 4 12",920
"r1b2k2/ppp2Npr/5q1p/2b4n/2BnP3/8/PPP2PPP/RNB2RK1 w - - 5 13",-881
"r1b2k2/ppp2Npr/5q1p/2b1P2n/2Bn4/8/PPP2PPP/RNB2RK1 b - - 0 13",966
"r1b2k2/ppp2Npr/7p/2b1P2n/2Bn3q/8/PPP2PPP/RNB2RK1 w - - 1 14",-1069
"r1b2k2/ppp2Npr/7p/2b1P2n/1PBn3q/8/P1P2PPP/RNB2RK1 b - - 0 14",956
"r1b2k2/ppp2Npr/7p/2b1P2n/1PB4q/8/P1n2PPP/RNB2RK1 w - - 0 15",-956
"r1b2k2/ppp2Npr/7p/2b1P2n/1P5q/3B4/P1n2PPP/RNB2RK1 b - - 1 15",956
"r1b2k2/ppp2Npr/7p/2b1P2n/1P5q/3B4/P4PPP/nNB2RK1 w - - 0 16",-941
"r1b2k2/ppp2NpB/7p/2b1P2n/1P5q/8/P4PPP/nNB2RK1 b - - 0 16",960
"r1b5/ppp2kpB/7p/2b1P2n/1P5q/8/P4PPP/nNB2RK1 w - - 0 17",-926
"r1b5/ppp2kpB/7p/2P1P2n/7q/8/P4PPP/nNB2RK1 b - - 0 17",1113
"r1b5/ppp2kpB/7p/2P1P2n/3q4/8/P4PPP/nNB2RK1 w - - 1 18",-1035
"r1b5/ppp2kpB/7p/2P1P2n/3q4/8/P4PPP/nNB1R1K1 b - - 2 18",972
"r7/ppp2kpB/4b2p/2P1P2n/3q4/8/P4PPP/nNB1R1K1 w - - 3 19",-988
"r7/ppp2kp1/4b2p/2P1P2n/3qB3/8/P4PPP/nNB1R1K1 b - - 4 19",1575
"r7/ppp2kp1/4b2p/2P1P2n/1q2B3/8/P4PPP/nNB1R1K1 w - - 5 20",-208
"r7/ppp2kp1/4b2p/2P1P2n/1q2B3/8/P2B1PPP/nN2R1K1 b - - 6 20",719
"r7/ppp2kp1/4b2p/1qP1P2n/4B3/8/P2B1PPP/nN2R1K1 w - - 7 21",-134
"r7/ppp2kp1/4b2p/1qP1P2n/4B3/2N5/P2B1PPP/n3R1K1 b - - 8 21",747
"r7/ppp2kp1/4b2p/2P1P2n/4B3/2N5/Pq1B1PPP/n3R1K1 w - - 9 22",-546
"r7/ppp2kp1/4b2p/2P1P2n/4B3/2N5/Pq1B1PPP/n2R2K1 b - - 10 22",697
"3r4/ppp2kp1/4b2p/2P1P2n/4B3/2N5/Pq1B1PPP/n2R2K1 w - - 11 23",-697
"3r4/ppp2kp1/4b2p/2P1P2n/8/2N2B2/Pq1B1PPP/n2R2K1 b - - 12 23",1034
"8/ppp2kp1/4b2p/2P1P2n/8/2N2B2/Pq1r1PPP/n2R2K1 w - - 0 24",-1037
"8/ppp2kp1/4b2p/2P1P2B/8/2N5/Pq1r1PPP/n2R2K1 b - - 0 24",1020
"6k1/ppp3p1/4b2p/2P1P2B/8/2N5/Pq1r1PPP/n2R2K1 w - - 1 25",-1066
"6k1/ppp3p1/4b2p/2P1P2B/8/2N5/Pq1r1PPP/n2R3K b - - 2 25",1587
"6k1/ppp3p1/4b2p/2P1P2B/8/2q5/P2r1PPP/n2R3K w - - 0 26",-1366
"6k1/ppp3p1/4b2p/2P1P2B/7P/2q5/P2r1PP1/n2R3K b - - 0 26",1492
"6k1/ppp3p1/4b2p/2P1P2B/7P/2q5/P4rP1/n2R3K w - - 0 27",-1413
"6k1/ppp3p1/4b1Bp/2P1P3/7P/2q5/P4rP1/n2R3K b - - 1 27",1838
"6k1/ppp3p1/4b1Bp/2P1P3/5r1P/2q5/P5P1/n2R3K w - - 2 28",-1425
"3R2k1/ppp3p1/4b1Bp/2P1P3/5r1P/2q5/P5P1/n6K b - - 3 28",1462
"3R1rk1/ppp3p1/4b1Bp/2P1P3/7P/2q5/P5P1/n6K w - - 4 29",-1379
"3R1rk1/ppp3pB/4b2p/2P1P3/7P/2q5/P5P1/n6K b - - 5 29",1472
"3R1r2/ppp2kpB/4b2p/2P1P3/7P/2q5/P5P1/n6K w - - 6 30",-1360
"3R1r2/ppp2kp1/4b1Bp/2P1P3/7P/2q5/P5P1/n6K b - - 7 30",1360
"3R1r2/ppp1k1p1/4b1Bp/2P1P3/7P/2q5/P5P1/n6K w - - 8 31",-1431
"5r2/ppp1k1p1/4b1Bp/2P1P3/7P/2q5/P5P1/n2R3K b - - 9 31",1836
"8/ppp1k1p1/7p/2P1P3/7r/2qb4/P5PK/n7 w - - 0 35",-2390
"rnb1kbnr/pp1p1ppp/2p2q2/8/4p3/N2P1N2/PPPBPPPP/R2QKB1R w KQkq - 0 5",277
"rnb1kbnr/pp1p1ppp/2p2q2/8/4p3/N1BP1N2/PPP1PPPP/R2QKB1R b KQkq - 1 5",-164
"rnb1kbnr/pp1p1ppp/2p4q/8/4p3/N1BP1N2/PPP1PPPP/R2QKB1R w KQkq - 2 6",245
"rnb1kbnr/pp1p1ppp/2p4q/8/4p3/N1BPPN2/PPP2PPP/R2QKB1R b KQkq - 0 6",-424
"rnb1kbnr/pp1p1ppp/2p4q/8/8/N1BPPp2/PPP2PPP/R2QKB1R w KQkq - 0 7",444
"rnb1kbnr/pp1p1ppp/2p4q/8/8/N1BPPQ2/PPP2PPP/R3KB1R b KQkq - 0 7",66
"rnb1k1nr/pp1p1ppp/2p4q/8/8/b1BPPQ2/PPP2PPP/R3KB1R w KQkq - 0 8",390
"rnb1k1nr/pp1p1ppp/2p4q/8/8/b1BPP1Q1/PPP2PPP/R3KB1R b KQkq - 1 8",-169
"rnb1k1nr/pp1p1ppp/2p5/7q/8/b1BPP1Q1/PPP2PPP/R3KB1R w KQkq - 2 9",387
"rnb1k1nr/pp1p1ppp/2p5/7q/8/P1BPP1Q1/P1P2PPP/R3KB1R b KQkq - 0 9",-425
"rnb1k1nr/pp1p1ppp/2p3q1/8/8/P1BPP1Q1/P1P2PPP/R3KB1R w KQkq - 1 10",445
"rnb1k1nr/pp1p1pBp/2p3q1/8/8/P2PP1Q1/P1P2PPP/R3KB1R b KQkq - 0 10",-433
"rnb1k1nr/pp3pBp/2p3q1/3p4/8/P2PP1Q1/P1P2PPP/R3KB1R w KQkq - 0 11",484
"rnb1k1nB/pp3p1p/2p3q1/3p4/8/P2PP1Q1/P1P2PPP/R3KB1R b KQq - 0 11",448
"rnb1k1nB/pp3p1p/2p5/3p4/8/P2PP1q1/P1P2PPP/R3KB1R w KQq - 0 12",-465
"rnb1k1nB/pp3p1p/2p5/3p4/8/P2PP1P1/P1P2PP1/R3KB1R b KQq - 0 12",459
"r1b1k1nB/pp1n1p1p/2p5/3p4/8/P2PP1P1/P1P2PP1/R3KB1R w KQq - 1 13",-454
"r1b1k1nB/pp1n1p1p/2p5/3p4/8/P2PP1P1/P1P2PP1/1R2KB1R b Kq - 2 13",486
"r1b1k2B/pp1n1p1p/2p2n2/3p4/8/P2PP1P1/P1P2PP1/1R2KB1R w Kq - 3 14",-461
"r1bqkb1r/ppppppp1/8/7p/1nQP4/4P3/PPP2KPP/RNB2BNR w kq - 0 7",505
"r1bqkb1r/ppppppp1/8/7p/1Q1P4/4P3/PPP2KPP/RNB2BNR b kq - 0 7",97
"r1bqkb1r/pppp1pp1/4p3/7p/1Q1P4/4P3/PPP2KPP/RNB2BNR w kq - 0 8",843
"r1bqkb1r/pppp1pp1/4p3/Q6p/3P4/4P3/PPP2KPP/RNB2BNR b kq - 1 8",-515
"r1bqkb1r/pp1p1pp1/2p1p3/Q6p/3P4/4P3/PPP2KPP/RNB2BNR w kq - 0 9",503
"r1bqkb1r/pp1p1pp1/2p1p3/Q6p/3P4/4P3/PPPB1KPP/RN3BNR b kq - 1 9",231
"r1b1kb1r/pp1p1pp1/2p1pq2/Q6p/3P4/4P3/PPPB1KPP/RN3BNR w kq - 2 10",445
"r1b1kb1r/pp1p1pp1/2p1pq2/Q6p/3P4/4P3/PPPB2PP/RN2KBNR b kq - 3 10",74
"r1b1kb1r/p2p1pp1/1pp1pq2/Q6p/3P4/4P3/PPPB2PP/RN2KBNR w kq - 0 11",426
"r1b1kb1r/p2p1pp1/1pp1pq2/4Q2p/3P4/4P3/PPPB2PP/RN2KBNR b kq - 1 11",-425
"r1b1kb1r/p2p1pp1/1pp1p1q1/4Q2p/3P4/4P3/PPPB2PP/RN2KBNR w kq - 2 12",534
"r1b1kb1r/p2p1pp1/1pp1p1q1/4Q2p/3P4/4P3/PPPB2PP/RN1K1BNR b kq - 3 12",-422
"r1b1kb1r/p4pp1/1pp1p1q1/3pQ2p/3P4/4P3/PPPB2PP/RN1K1BNR w kq - 0 13",604
"r1b1kb1r/p1Q2pp1/1pp1p1q1/3p3p/3P4/4P3/PPPB2PP/RN1K1BNR b kq - 1 13",-547
"r3kb1r/p1Qb1pp1/1pp1p1q1/3p3p/3P4/4P3/PPPB2PP/RN1K1BNR w kq - 2 14",738
"r3kb1r/p1Qb1pp1/1pp1p1q1/3p3p/3P4/2N1P3/PPPB2PP/R2K1BNR b kq - 3 14",-561
"r3k2r/p1Qb1pp1/1pp1p1q1/3p3p/1b1P4/2N1P3/PPPB2PP/R2K1BNR w kq - 4 15",631
"r3k2r/pQ1b1pp1/1pp1p1q1/3p3p/1b1P4/2N1P3/PPPB2PP/R2K1BNR b kq - 5 15",-768
"r6r/pQ1bkpp1/1pp1p1q1/3p3p/1b1P4/2N1P3/PPPB2PP/R2K1BNR w - - 6 16",765
"r6r/pQ1bkpp1/1pp1p1q1/3N3p/1b1P4/4P3/PPPB2PP/R2K1BNR b - - 0 16",-765
"r6r/pQ1bkpp1/1pp3q1/3p3p/1b1P4/4P3/PPPB2PP/R2K1BNR w - - 0 17",758
"r6r/pQ1bkpp1/1pp3q1/3p3p/1B1P4/4P3/PPP3PP/R2K1BNR b - - 0 17",-729
"r6r/pQ1b1pp1/1pp1k1q1/3p3p/1B1P4/4P3/PPP3PP/R2K1BNR w - - 1 18",1914
"r6r/pQ1b1pp1/1pp1k1q1/3p3p/1B1P4/4P2N/PPP3PP/R2K1B1R b - - 2 18",-862
"r6r/pQ1b1pp1/1pp1k3/3p1q1p/1B1P4/4P2N/PPP3PP/R2K1B1R w - - 3 19",1836
"r6r/pQ1b1pp1/1pp1k3/3p1q1p/1B1P4/3BP2N/PPP3PP/R2K3R b - - 4 19",-846
"r6r/pQ1b1pp1/1pp1k3/3p3p/1B1P4/3qP2N/PPP3PP/R2K3R w - - 0 20",848
"r6r/pQ1b1pp1/1pp1k3/3p3p/1B1P4/3PP2N/PP4PP/R2K3R b - - 0 20",-868
"rr6/pQ1b1pp1/1pp1k3/3p3p/1B1P4/3PP2N/PP4PP/R2K3R w - - 1 21",2394
"rr6/pQ1b1pp1/1pp1k3/3p3p/1B1P1N2/3PP3/PP4PP/R2K3R b - - 2 21",-2446
"rr6/pQ1b1pp1/1pp2k2/3p3p/1B1P1N2/3PP3/PP4PP/R2K3R w - - 3 22",2399
"rr6/p2Q1pp1/1pp2k2/3p3p/1B1P1N2/3PP3/PP4PP/R2K3R b - - 0 22",-2262
"r1r5/p2Q1pp1/1pp2k2/3p3p/1B1P1N2/3PP3/PP4PP/R2K3R w - - 1 23",21374
"r1r5/p3Qpp1/1pp2k2/3p3p/1B1P1N2/3PP3/PP4PP/R2K3R b - - 2 23",-21356
"r1r5/p3Qpp1/1pp5/3p1k1p/1B1P1N2/3PP3/PP4PP/R2K3R w - - 3 24",21356
"r1r5/p4Qp1/1pp5/3p1k1p/1B1P1N2/3PP3/PP4PP/R2K3R b - - 0 24",-21314
"r1r5/p4Qp1/1pp5/3p3p/1B1P1Nk1/3PP3/PP4PP/R2K3R w - - 1 25",21315
"r2qkb1r/ppp1pp1p/2n2n2/3p1bp1/3P4/P1N3B1/1PP1PPPP/1R1QKBNR b Kkq - 0 6",136
"r2qkb1r/ppp1pp1p/2n5/3p1bpn/3P4/P1N3B1/1PP1PPPP/1R1QKBNR w Kkq - 1 7",-131
"r2qkb1r/ppp1pp1p/2n5/1N1p1bpn/3P4/P5B1/1PP1PPPP/1R1QKBNR b Kkq - 2 7",191
"r2qkb1r/ppp1pp1p/2n5/1N1p1bp1/3P4/P5n1/1PP1PPPP/1R1QKBNR w Kkq - 0 8",-205
"r2qkb1r/ppp1pp1p/2n5/1N1p1bp1/3P4/P5P1/1PP1PPP1/1R1QKBNR b Kkq - 0 8",298
"r2qkb1r/1pp1pp1p/p1n5/1N1p1bp1/3P4/P5P1/1PP1PPP1/1R1QKBNR w Kkq - 0 9",-225
"r2qkb1r/1pp1pp1p/p1n5/1N1p1bp1/3PP3/P5P1/1PP2PP1/1R1QKBNR b Kkq - 0 9",215
"r2qkb1r/1pp1pp1p/p1n5/1N1p2p1/3Pb3/P5P1/1PP2PP1/1R1QKBNR w Kkq - 0 10",-225
"r2qkb1r/1pp1pp1p/p1n5/3p2p1/3Pb3/P1N3P1/1PP2PP1/1R1QKBNR b Kkq - 1 10",811
"r2qkb1r/1pp1pp1p/p1n5/3p1bp1/3P4/P1N3P1/1PP2PP1/1R1QKBNR w Kkq - 2 11",-153
"r2qkb1r/1pp1pp1p/p1n5/3p1bp1/3P4/P1NB2P1/1PP2PP1/1R1QK1NR b Kkq - 3 11",507
"r3kb1r/1ppqpp1p/p1n5/3p1bp1/3P4/P1NB2P1/1PP2PP1/1R1QK1NR w Kkq - 4 12",-121
"r3kb1r/1ppqpp1p/p1n5/3p1bp1/3P4/P1NB1NP1/1PP2PP1/1R1QK2R b Kkq - 5 12",130
"r3k2r/1ppqppbp/p1n5/3p1bp1/3P4/P1NB1NP1/1PP2PP1/1R1QK2R w Kkq - 6 13",-82
"r3k2r/1ppqppbp/p1n5/3p1bp1/3P4/P1NB1NP1/1PP2PP1/1R1Q1K1R b kq - 7 13",87
"1r2k2r/1ppqppbp/p1n5/3p1bp1/3P4/P1NB1NP1/1PP2PP1/1R1Q1K1R w k - 8 14",-55
"1r2k2r/1ppqppbp/p1n5/3p1bp1/3P4/P1NB1NP1/1PPQ1PP1/1R3K1R b k - 9 14",-35
"2r1k2r/1ppqppbp/p1n5/3p1bp1/3P4/P1NB1NP1/1PPQ1PP1/1R3K1R w k - 10 15",213
"2r1k2r/1ppqppbp/p1n5/3p1bp1/3P4/P1NBQNP1/1PP2PP1/1R3K1R b k - 11 15",-168
"2r1k2r/1ppqppbp/p1n1b3/3p2p1/3P4/P1NBQNP1/1PP2PP1/1R3K1R w k - 12 16",810
"2r1k2r/1ppqppbp/p1n1b3/3p2Q1/3P4/P1NB1NP1/1PP2PP1/1R3K1R b k - 0 16",-498
"2r1k2r/1ppqpp1p/p1n1b3/3p2Q1/3b4/P1NB1NP1/1PP2PP1/1R3K1R w k - 0 17",375
"2r1k2r/1ppqpp1R/p1n1b3/3p2Q1/3b4/P1NB1NP1/1PP2PP1/1R3K2 b k - 0 17",-283
"2r1kr2/1ppqpp1R/p1n1b3/3p2Q1/3b4/P1NB1NP1/1PP2PP1/1R3K2 w - - 1 18",443
"2r1kr2/1ppqpp1R/p1n1b3/3p4/3b1Q2/P1NB1NP1/1PP2PP1/1R3K2 b - - 2 18",-50
"2r1kr2/1ppqpp1R/pbn1b3/3p4/5Q2/P1NB1NP1/1PP2PP1/1R3K2 w - - 3 19",186
